date,season,neutral,playoff,team1,team2,passingAtt_Adv,passingYdsG_Adv,passingQBR_Adv,rushingAtt_Adv,rushingYdsG_Adv,totteam1_Adv,totteam2_Adv,elo1,elo2,elo_prob1,score1,score2,result1,passingteam1Comp,passingteam1Att,passingteam1Pct,passingteam1Yds,passingteam1Avg,passingteam1Yds/G,passingteam1TD,passingteam1Int,passingteam1QBR,passingteam1Lng,passingteam2Comp,passingteam2Att,passingteam2Pct,passingteam2Yds,passingteam2Avg,passingteam2Yds/G,passingteam2TD,passingteam2Int,passingteam2QBR,passingteam2Lng,rushingAttteam1,rushingYdsteam1,rushingAvgteam1,rushingYds/Gteam1,rushingTDteam1,rushingBigteam1,rushingFumteam1,rushingFumLteam1,rushingAttteam2,rushingYdsteam2,rushingAvgteam2,rushingYds/Gteam2,rushingTDteam2,rushingBigteam2,rushingFumteam2,rushingFumLteam2,team1RushingRank,team1PassingRank,team2RushingRank,team2PassingRank,winPassingRank,winRushingRank
9/12/2010,2010,0,0,2010TEN,2010OAK,1,1,0,1,1,1,4,1535.313,1383.262,0.777203945,38,13,0,273,474,0.576,3107,6.6,194.2,24,15,82.6,80,279,491,0.568,3180,6.5,198.8,18,16,77.5,73,406,1727,4.3,107.9,13,48,9,5,504,2494,4.9,155.9,19,61,10,4,17,25,2,23,17,25
9/12/2010,2010,0,0,2010PHI,2010GB,0,1,0,0,0,4,1,1577.744,1571.948,0.60049656,20,27,1,348,561,0.62,3906,7,244.1,28,13,92.1,91,352,541,0.651,4124,7.6,257.8,31,13,98.9,86,428,2324,5.4,145.3,18,73,7,3,421,1606,3.8,100.4,11,41,4,1,5,9,24,5,24,5
9/12/2010,2010,0,0,2010PIT,2010ATL,1,0,0,1,0,3,2,1562.39,1538.437,0.625288004,15,9,0,298,479,0.622,3601,7.5,225.1,22,9,95.2,56,361,577,0.626,3567,6.2,222.9,28,9,90.8,46,471,1924,4.1,120.3,15,50,9,4,497,1891,3.8,118.2,14,41,5,4,11,14,12,15,11,14
9/13/2010,2010,0,0,2010NYJ,2010BAL,0,1,0,0,0,4,1,1586.636,1580.034,0.601609107,9,10,1,288,525,0.549,3242,6.2,202.6,20,14,76.5,74,308,491,0.627,3335,6.8,208.4,25,10,93.6,67,534,2374,4.4,148.4,14,53,11,5,487,1831,3.8,114.4,11,39,6,5,4,22,14,20,14,20
9/13/2010,2010,0,0,2010KC,2010SD,1,1,0,0,0,3,2,1400.114,1614.113,0.297818602,21,14,0,274,475,0.577,2968,6.3,185.5,27,8,90.1,75,359,544,0.66,4519,8.3,282.4,30,13,101.9,59,556,2627,4.7,164.2,13,72,8,3,457,1810,4,113.1,18,45,13,7,1,30,15,2,1,30
9/19/2010,2010,0,0,2010DEN,2010SEA,0,0,1,0,0,4,1,1449.552,1437.675,0.608863996,31,14,0,334,580,0.576,4038,7,252.4,25,12,86.8,71,324,544,0.596,3341,6.1,208.8,14,20,72.1,87,398,1544,3.9,96.5,13,45,14,9,385,1424,3.7,89,13,40,3,1,26,7,31,19,26,7
9/19/2010,2010,0,0,2010DET,2010PHI,0,1,1,1,1,1,4,1303.734,1551.939,0.25834031,32,35,1,383,633,0.605,3810,6,238.1,26,16,82,87,348,561,0.62,3906,7,244.1,28,13,92.1,91,404,1613,4,100.8,11,46,7,3,428,2324,5.4,145.3,18,73,7,3,23,12,5,9,5,9
9/19/2010,2010,0,0,2010GB,2010BUF,0,0,0,0,1,4,1,1597.752,1454.936,0.767863257,34,7,0,352,541,0.651,4124,7.6,257.8,31,13,98.9,86,296,519,0.57,3158,6.1,197.4,24,21,75.2,65,421,1606,3.8,100.4,11,41,4,1,401,1720,4.3,107.5,6,45,12,5,24,5,18,24,24,5
9/19/2010,2010,0,0,2010NYJ,2010NE,0,1,1,0,0,3,2,1578.015,1582.998,0.585522428,28,14,0,288,525,0.549,3242,6.2,202.6,20,14,76.5,74,331,507,0.653,3847,7.6,240.4,37,5,109.8,79,534,2374,4.4,148.4,14,53,11,5,454,1973,4.3,123.3,19,49,2,1,4,22,9,11,4,22
9/19/2010,2010,0,0,2010TEN,2010PIT,1,1,0,1,1,1,4,1548.527,1576.407,0.553217639,11,19,1,273,474,0.576,3107,6.6,194.2,24,15,82.6,80,298,479,0.622,3601,7.5,225.1,22,9,95.2,56,406,1727,4.3,107.9,13,48,9,5,471,1924,4.1,120.3,15,50,9,4,17,25,11,14,11,14
9/19/2010,2010,0,0,2010WSH,2010HOU,0,1,0,1,1,2,3,1456.394,1569.988,0.430520082,27,30,1,349,605,0.577,3913,6.5,244.6,21,19,78,76,365,574,0.636,4144,7.2,259,24,12,92,60,351,1461,4.2,91.3,9,49,6,2,423,2042,4.8,127.6,20,54,5,2,30,8,7,4,7,4
9/19/2010,2010,0,0,2010MIN,2010MIA,1,1,1,1,0,1,4,1572.653,1504.08,0.683284624,10,14,1,305,505,0.604,3097,6.1,193.6,14,26,67.7,53,335,557,0.601,3527,6.3,220.4,17,21,74.8,57,441,1942,4.4,121.4,16,53,9,5,445,1643,3.7,102.7,8,35,14,5,10,26,21,16,21,16
9/19/2010,2010,0,0,2010SD,2010JAX,0,0,1,1,1,2,3,1582.788,1459.709,0.746998877,38,13,0,359,544,0.66,4519,8.3,282.4,30,13,101.9,59,291,469,0.62,3065,6.5,191.6,26,21,83.4,75,457,1810,4,113.1,18,45,13,7,512,2395,4.7,149.7,14,67,8,4,15,2,3,27,15,2
9/19/2010,2010,0,0,2010OAK,2010LAR,1,1,0,0,0,3,2,1370.048,1307.629,0.675569067,16,14,0,279,491,0.568,3180,6.5,198.8,18,16,77.5,73,354,590,0.6,3268,5.5,204.3,18,15,76.5,49,504,2494,4.9,155.9,19,61,10,4,429,1578,3.7,98.6,9,44,2,1,2,23,25,21,2,23
9/19/2010,2010,0,0,2010CLE,2010KC,0,0,1,1,1,2,3,1425.127,1431.439,0.583664592,14,16,1,296,478,0.619,2989,6.3,186.8,13,18,75,65,274,475,0.577,2968,6.3,185.5,27,8,90.1,75,413,1646,4,102.9,13,34,13,6,556,2627,4.7,164.2,13,72,8,3,20,29,1,30,1,30
9/19/2010,2010,0,0,2010DAL,2010CHI,0,0,1,0,0,4,1,1566.568,1483.066,0.70158276,20,27,1,379,576,0.658,4042,7,252.6,29,19,90.4,71,276,466,0.592,3015,6.5,188.4,23,21,79.5,89,428,1786,4.2,111.6,10,49,9,2,414,1616,3.9,101,10,49,1,1,16,6,22,28,22,28
9/19/2010,2010,0,0,2010IND,2010NYG,0,0,1,1,1,2,3,1584.905,1526.171,0.670902588,38,14,0,450,679,0.663,4609,6.8,288.1,33,17,91.9,73,339,539,0.629,3885,7.2,242.8,31,25,85.3,92,393,1483,3.8,92.7,13,31,5,3,480,2200,4.6,137.5,17,59,14,12,29,1,6,10,29,1
9/19/2010,2010,0,0,2010ATL,2010ARZ,0,0,1,0,0,4,1,1524.421,1542.711,0.566819,41,7,0,361,577,0.626,3567,6.2,222.9,28,9,90.8,46,285,561,0.508,2921,5.2,182.6,10,19,60.5,74,497,1891,3.8,118.2,14,41,5,4,320,1388,4.3,86.8,9,37,9,5,12,15,32,31,12,15
9/19/2010,2010,0,0,2010CAR,2010TB,1,1,0,1,1,1,4,1538.626,1440.063,0.719411496,7,20,1,256,484,0.529,2289,4.7,143.1,9,21,57,88,306,494,0.619,3361,6.8,210.1,26,6,96.2,64,428,1846,4.3,115.4,7,51,17,10,431,2001,4.6,125.1,9,63,9,6,13,32,8,17,8,17
9/19/2010,2010,0,0,2010CIN,2010BAL,0,0,0,1,1,3,2,1483.113,1588.655,0.441918752,15,10,0,365,590,0.619,3767,6.4,235.4,26,20,82.4,78,308,491,0.627,3335,6.8,208.4,25,10,93.6,67,428,1522,3.6,95.1,8,37,11,7,487,1831,3.8,114.4,11,39,6,5,27,13,14,20,27,13
9/20/2010,2010,0,0,2010SF,2010NO,1,1,1,0,0,2,3,1462.382,1646.623,0.33483297,22,25,1,282,500,0.564,3356,6.7,209.8,19,15,79.4,66,450,661,0.681,4441,6.7,277.6,33,22,90.8,80,401,1657,4.1,103.6,10,40,8,2,380,1519,4,94.9,9,40,7,4,19,18,28,3,28,3
9/26/2010,2010,0,0,2010HOU,2010DAL,1,0,1,1,0,2,3,1581.667,1535.278,0.655026169,13,27,1,365,574,0.636,4144,7.2,259,24,12,92,60,379,576,0.658,4042,7,252.6,29,19,90.4,71,423,2042,4.8,127.6,20,54,5,2,428,1786,4.2,111.6,10,49,9,2,7,4,16,6,16,6
9/26/2010,2010,0,0,2010LAR,2010WSH,1,1,1,0,0,2,3,1300.891,1444.715,0.388470154,30,16,0,354,590,0.6,3268,5.5,204.3,18,15,76.5,49,349,605,0.577,3913,6.5,244.6,21,19,78,76,429,1578,3.7,98.6,9,44,2,1,351,1461,4.2,91.3,9,49,6,2,25,21,30,8,25,21
9/26/2010,2010,0,0,2010SEA,2010SD,1,1,0,1,1,1,4,1415.828,1597.976,0.337521678,27,20,0,324,544,0.596,3341,6.1,208.8,14,20,72.1,87,359,544,0.66,4519,8.3,282.4,30,13,101.9,59,385,1424,3.7,89,13,40,3,1,457,1810,4,113.1,18,45,13,7,31,19,15,2,31,19
9/26/2010,2010,0,0,2010TB,2010PIT,0,1,0,1,0,3,2,1481.084,1601.135,0.421431663,13,38,1,306,494,0.619,3361,6.8,210.1,26,6,96.2,64,298,479,0.622,3601,7.5,225.1,22,9,95.2,56,431,2001,4.6,125.1,9,63,9,6,471,1924,4.1,120.3,15,50,9,4,8,17,11,14,11,14
9/26/2010,2010,0,0,2010BAL,2010CLE,0,0,0,0,0,5,0,1568.281,1411.951,0.781440017,24,17,0,308,491,0.627,3335,6.8,208.4,25,10,93.6,67,296,478,0.619,2989,6.3,186.8,13,18,75,65,487,1831,3.8,114.4,11,39,6,5,413,1646,4,102.9,13,34,13,6,14,20,20,29,14,20
9/26/2010,2010,0,0,2010NYG,2010TEN,0,0,0,0,0,5,0,1506.112,1523.799,0.56767109,10,29,1,339,539,0.629,3885,7.2,242.8,31,25,85.3,92,273,474,0.576,3107,6.6,194.2,24,15,82.6,80,480,2200,4.6,137.5,17,59,14,12,406,1727,4.3,107.9,13,48,9,5,6,10,17,25,17,25
9/26/2010,2010,0,0,2010NE,2010BUF,1,0,0,0,0,4,1,1561.145,1440.801,0.744011854,38,30,0,331,507,0.653,3847,7.6,240.4,37,5,109.8,79,296,519,0.57,3158,6.1,197.4,24,21,75.2,65,454,1973,4.3,123.3,19,49,2,1,401,1720,4.3,107.5,6,45,12,5,9,11,18,24,9,11
9/26/2010,2010,0,0,2010NO,2010ATL,0,0,0,1,1,3,2,1655.429,1554.582,0.722057812,24,27,1,450,661,0.681,4441,6.7,277.6,33,22,90.8,80,361,577,0.626,3567,6.2,222.9,28,9,90.8,46,380,1519,4,94.9,9,40,7,4,497,1891,3.8,118.2,14,41,5,4,28,3,12,15,12,15
9/26/2010,2010,0,0,2010MIN,2010DET,1,1,1,0,0,2,3,1549.238,1297.121,0.861221452,24,10,0,305,505,0.604,3097,6.1,193.6,14,26,67.7,53,383,633,0.605,3810,6,238.1,26,16,82,87,441,1942,4.4,121.4,16,53,9,5,404,1613,4,100.8,11,46,7,3,10,26,23,12,10,26
9/26/2010,2010,0,0,2010MIA,2010NYJ,0,0,1,1,1,2,3,1527.496,1599.867,0.48939387,23,31,1,335,557,0.601,3527,6.3,220.4,17,21,74.8,57,288,525,0.549,3242,6.2,202.6,20,14,76.5,74,445,1643,3.7,102.7,8,35,14,5,534,2374,4.4,148.4,14,53,11,5,21,16,4,22,4,22
9/26/2010,2010,0,0,2010KC,2010SF,1,1,0,0,0,3,2,1444.615,1453.576,0.579954452,31,10,0,274,475,0.577,2968,6.3,185.5,27,8,90.1,75,282,500,0.564,3356,6.7,209.8,19,15,79.4,66,556,2627,4.7,164.2,13,72,8,3,401,1657,4.1,103.6,10,40,8,2,1,30,19,18,1,30
9/26/2010,2010,0,0,2010JAX,2010PHI,1,1,1,0,0,2,3,1444.521,1558.551,0.429904851,3,28,1,291,469,0.62,3065,6.5,191.6,26,21,83.4,75,348,561,0.62,3906,7,244.1,28,13,92.1,91,512,2395,4.7,149.7,14,67,8,4,428,2324,5.4,145.3,18,73,7,3,3,27,5,9,5,9
9/26/2010,2010,0,0,2010DEN,2010IND,1,1,1,0,0,2,3,1471.4,1604.963,0.40259111,13,27,1,334,580,0.576,4038,7,252.4,25,12,86.8,71,450,679,0.663,4609,6.8,288.1,33,17,91.9,73,398,1544,3.9,96.5,13,45,14,9,393,1483,3.8,92.7,13,31,5,3,26,7,29,1,29,1
9/26/2010,2010,0,0,2010ARZ,2010OAK,0,1,0,1,1,2,3,1512.549,1376.786,0.760547723,24,23,0,285,561,0.508,2921,5.2,182.6,10,19,60.5,74,279,491,0.568,3180,6.5,198.8,18,16,77.5,73,320,1388,4.3,86.8,9,37,9,5,504,2494,4.9,155.9,19,61,10,4,32,31,2,23,32,31
9/26/2010,2010,0,0,2010CAR,2010CIN,1,1,0,1,0,2,3,1497.605,1503.487,0.584265961,7,20,1,256,484,0.529,2289,4.7,143.1,9,21,57,88,365,590,0.619,3767,6.4,235.4,26,20,82.4,78,428,1846,4.3,115.4,7,51,17,10,428,1522,3.6,95.1,8,37,11,7,13,32,27,13,27,13
9/27/2010,2010,0,0,2010CHI,2010GB,1,1,0,1,0,2,3,1514.356,1611.887,0.45332046,20,17,0,276,466,0.592,3015,6.5,188.4,23,21,79.5,89,352,541,0.651,4124,7.6,257.8,31,13,98.9,86,414,1616,3.9,101,10,49,1,1,421,1606,3.8,100.4,11,41,4,1,22,28,24,5,22,28
10/3/2010,2010,0,0,2010LAR,2010SEA,0,1,1,0,0,3,2,1335.243,1444.929,0.436043947,20,3,0,354,590,0.6,3268,5.5,204.3,18,15,76.5,49,324,544,0.596,3341,6.1,208.8,14,20,72.1,87,429,1578,3.7,98.6,9,44,2,1,385,1424,3.7,89,13,40,3,1,25,21,31,19,25,21
10/3/2010,2010,0,0,2010SD,2010ARZ,1,0,1,0,0,3,2,1568.875,1515.591,0.663938967,41,10,0,359,544,0.66,4519,8.3,282.4,30,13,101.9,59,285,561,0.508,2921,5.2,182.6,10,19,60.5,74,457,1810,4,113.1,18,45,13,7,320,1388,4.3,86.8,9,37,9,5,15,2,32,31,15,2
10/3/2010,2010,0,0,2010PIT,2010BAL,1,0,1,1,0,2,3,1627.926,1576.539,0.661498105,14,17,1,298,479,0.622,3601,7.5,225.1,22,9,95.2,56,308,491,0.627,3335,6.8,208.4,25,10,93.6,67,471,1924,4.1,120.3,15,50,9,4,487,1831,3.8,114.4,11,39,6,5,11,14,14,20,14,20
10/3/2010,2010,0,0,2010PHI,2010WSH,1,1,0,0,0,3,2,1585.954,1410.363,0.799785316,12,17,1,348,561,0.62,3906,7,244.1,28,13,92.1,91,349,605,0.577,3913,6.5,244.6,21,19,78,76,428,2324,5.4,145.3,18,73,7,3,351,1461,4.2,91.3,9,49,6,2,5,9,30,8,30,8
10/3/2010,2010,0,0,2010TEN,2010DEN,1,1,0,0,0,3,2,1558.558,1450.254,0.730589995,20,26,1,273,474,0.576,3107,6.6,194.2,24,15,82.6,80,334,580,0.576,4038,7,252.4,25,12,86.8,71,406,1727,4.3,107.9,13,48,9,5,398,1544,3.9,96.5,13,45,14,9,17,25,26,7,26,7
10/3/2010,2010,0,0,2010BUF,2010NYJ,1,1,1,1,1,0,5,1430.426,1621.302,0.326380726,14,38,1,296,519,0.57,3158,6.1,197.4,24,21,75.2,65,288,525,0.549,3242,6.2,202.6,20,14,76.5,74,401,1720,4.3,107.5,6,45,12,5,534,2374,4.4,148.4,14,53,11,5,18,24,4,22,4,22
10/3/2010,2010,0,0,2010NYG,2010CHI,0,0,0,0,0,5,0,1471.353,1529.741,0.509514284,17,3,0,339,539,0.629,3885,7.2,242.8,31,25,85.3,92,276,466,0.592,3015,6.5,188.4,23,21,79.5,89,480,2200,4.6,137.5,17,59,14,12,414,1616,3.9,101,10,49,1,1,6,10,22,28,6,10
10/3/2010,2010,0,0,2010NO,2010CAR,0,0,1,1,1,2,3,1633.777,1465.915,0.792565812,16,14,0,450,661,0.681,4441,6.7,277.6,33,22,90.8,80,256,484,0.529,2289,4.7,143.1,9,21,57,88,380,1519,4,94.9,9,40,7,4,428,1846,4.3,115.4,7,51,17,10,28,3,13,32,28,3
10/3/2010,2010,0,0,2010JAX,2010IND,1,1,0,0,0,3,2,1417.119,1626.109,0.303883407,31,28,0,291,469,0.62,3065,6.5,191.6,26,21,83.4,75,450,679,0.663,4609,6.8,288.1,33,17,91.9,73,512,2395,4.7,149.7,14,67,8,4,393,1483,3.8,92.7,13,31,5,3,3,27,29,1,3,27
10/3/2010,2010,0,0,2010OAK,2010HOU,1,1,0,0,0,3,2,1373.744,1544.298,0.352602832,24,31,1,279,491,0.568,3180,6.5,198.8,18,16,77.5,73,365,574,0.636,4144,7.2,259,24,12,92,60,504,2494,4.9,155.9,19,61,10,4,423,2042,4.8,127.6,20,54,5,2,2,23,7,4,7,4
10/3/2010,2010,0,0,2010GB,2010DET,1,0,1,0,1,2,3,1596.503,1290.552,0.894293308,28,26,0,352,541,0.651,4124,7.6,257.8,31,13,98.9,86,383,633,0.605,3810,6,238.1,26,16,82,87,421,1606,3.8,100.4,11,41,4,1,404,1613,4,100.8,11,46,7,3,24,5,23,12,24,5
10/3/2010,2010,0,0,2010CLE,2010CIN,1,1,1,1,0,1,4,1403.692,1535.177,0.405471414,23,20,0,296,478,0.619,2989,6.3,186.8,13,18,75,65,365,590,0.619,3767,6.4,235.4,26,20,82.4,78,413,1646,4,102.9,13,34,13,6,428,1522,3.6,95.1,8,37,11,7,20,29,27,13,20,29
10/3/2010,2010,0,0,2010ATL,2010SF,0,0,1,0,0,4,1,1576.234,1428.253,0.773120729,16,14,0,361,577,0.626,3567,6.2,222.9,28,9,90.8,46,282,500,0.564,3356,6.7,209.8,19,15,79.4,66,497,1891,3.8,118.2,14,41,5,4,401,1657,4.1,103.6,10,40,8,2,12,15,19,18,12,15
10/4/2010,2010,0,0,2010MIA,2010NE,0,1,1,1,1,1,4,1506.062,1571.521,0.499339446,14,41,1,335,557,0.601,3527,6.3,220.4,17,21,74.8,57,331,507,0.653,3847,7.6,240.4,37,5,109.8,79,445,1643,3.7,102.7,8,35,14,5,454,1973,4.3,123.3,19,49,2,1,21,16,9,11,9,11
10/10/2010,2010,0,0,2010OAK,2010SD,1,1,0,0,0,3,2,1359.751,1590.98,0.277501091,35,27,0,279,491,0.568,3180,6.5,198.8,18,16,77.5,73,359,544,0.66,4519,8.3,282.4,30,13,101.9,59,504,2494,4.9,155.9,19,61,10,4,457,1810,4,113.1,18,45,13,7,2,23,15,2,2,23
10/10/2010,2010,0,0,2010IND,2010KC,0,0,1,1,1,2,3,1605.457,1469.937,0.760292884,19,9,0,450,679,0.663,4609,6.8,288.1,33,17,91.9,73,274,475,0.577,2968,6.3,185.5,27,8,90.1,75,393,1483,3.8,92.7,13,31,5,3,556,2627,4.7,164.2,13,72,8,3,29,1,1,30,29,1
10/10/2010,2010,0,0,2010BUF,2010JAX,0,0,1,1,1,2,3,1410.551,1437.771,0.554156504,26,36,1,296,519,0.57,3158,6.1,197.4,24,21,75.2,65,291,469,0.62,3065,6.5,191.6,26,21,83.4,75,401,1720,4.3,107.5,6,45,12,5,512,2395,4.7,149.7,14,67,8,4,18,24,3,27,3,27
10/10/2010,2010,0,0,2010CAR,2010CHI,0,1,1,0,0,3,2,1461.794,1503.255,0.533823608,6,23,1,256,484,0.529,2289,4.7,143.1,9,21,57,88,276,466,0.592,3015,6.5,188.4,23,21,79.5,89,428,1846,4.3,115.4,7,51,17,10,414,1616,3.9,101,10,49,1,1,13,32,22,28,22,28
10/10/2010,2010,0,0,2010CIN,2010TB,0,0,0,1,1,3,2,1518.18,1454.293,0.677418452,21,24,1,365,590,0.619,3767,6.4,235.4,26,20,82.4,78,306,494,0.619,3361,6.8,210.1,26,6,96.2,64,428,1522,3.6,95.1,8,37,11,7,431,2001,4.6,125.1,9,63,9,6,27,13,8,17,8,17
10/10/2010,2010,0,0,2010CLE,2010ATL,1,1,0,1,1,1,4,1420.69,1580.779,0.366473345,10,20,1,296,478,0.619,2989,6.3,186.8,13,18,75,65,361,577,0.626,3567,6.2,222.9,28,9,90.8,46,413,1646,4,102.9,13,34,13,6,497,1891,3.8,118.2,14,41,5,4,20,29,12,15,12,15
10/10/2010,2010,0,0,2010DET,2010LAR,0,0,0,1,0,4,1,1288.565,1368.52,0.478491307,44,6,0,383,633,0.605,3810,6,238.1,26,16,82,87,354,590,0.6,3268,5.5,204.3,18,15,76.5,49,404,1613,4,100.8,11,46,7,3,429,1578,3.7,98.6,9,44,2,1,23,12,25,21,23,12
10/10/2010,2010,0,0,2010ARZ,2010NO,1,1,1,1,1,0,5,1493.485,1637.898,0.387664995,30,20,0,285,561,0.508,2921,5.2,182.6,10,19,60.5,74,450,661,0.681,4441,6.7,277.6,33,22,90.8,80,320,1388,4.3,86.8,9,37,9,5,380,1519,4,94.9,9,40,7,4,32,31,28,3,32,31
10/10/2010,2010,0,0,2010DAL,2010TEN,0,0,1,0,0,4,1,1572.647,1527.694,0.653155878,27,34,1,379,576,0.658,4042,7,252.6,29,19,90.4,71,273,474,0.576,3107,6.6,194.2,24,15,82.6,80,428,1786,4.2,111.6,10,49,9,2,406,1727,4.3,107.9,13,48,9,5,16,6,17,25,17,25
10/10/2010,2010,0,0,2010HOU,2010NYG,0,0,1,1,1,2,3,1558.291,1497.839,0.673082434,10,34,1,365,574,0.636,4144,7.2,259,24,12,92,60,339,539,0.629,3885,7.2,242.8,31,25,85.3,92,423,2042,4.8,127.6,20,54,5,2,480,2200,4.6,137.5,17,59,14,12,7,4,6,10,6,10
10/10/2010,2010,0,0,2010BAL,2010DEN,1,1,1,0,0,2,3,1595.904,1481.119,0.737869721,31,17,0,308,491,0.627,3335,6.8,208.4,25,10,93.6,67,334,580,0.576,4038,7,252.4,25,12,86.8,71,487,1831,3.8,114.4,11,39,6,5,398,1544,3.9,96.5,13,45,14,9,14,20,26,7,14,20
10/10/2010,2010,0,0,2010SF,2010PHI,1,1,1,1,1,0,5,1423.708,1553.775,0.40744065,24,27,1,282,500,0.564,3356,6.7,209.8,19,15,79.4,66,348,561,0.62,3906,7,244.1,28,13,92.1,91,401,1657,4.1,103.6,10,40,8,2,428,2324,5.4,145.3,18,73,7,3,19,18,5,9,5,9
10/10/2010,2010,0,0,2010WSH,2010GB,0,1,1,1,1,1,4,1442.543,1598.49,0.372026468,16,13,0,349,605,0.577,3913,6.5,244.6,21,19,78,76,352,541,0.651,4124,7.6,257.8,31,13,98.9,86,351,1461,4.2,91.3,9,49,6,2,421,1606,3.8,100.4,11,41,4,1,30,8,24,5,30,8
10/11/2010,2010,0,0,2010NYJ,2010MIN,0,0,0,0,0,5,0,1641.176,1555.807,0.70382798,29,20,0,288,525,0.549,3242,6.2,202.6,20,14,76.5,74,305,505,0.604,3097,6.1,193.6,14,26,67.7,53,534,2374,4.4,148.4,14,53,11,5,441,1942,4.4,121.4,16,53,9,5,4,22,10,26,4,22
10/17/2010,2010,0,0,2010LAR,2010SD,0,1,1,1,1,1,4,1330.047,1556.635,0.282889151,20,17,0,354,590,0.6,3268,5.5,204.3,18,15,76.5,49,359,544,0.66,4519,8.3,282.4,30,13,101.9,59,429,1578,3.7,98.6,9,44,2,1,457,1810,4,113.1,18,45,13,7,25,21,15,2,25,21
10/17/2010,2010,0,0,2010TB,2010NO,1,1,1,0,0,2,3,1474.244,1607.432,0.403110405,6,31,1,306,494,0.619,3361,6.8,210.1,26,6,96.2,64,450,661,0.681,4441,6.7,277.6,33,22,90.8,80,431,2001,4.6,125.1,9,63,9,6,380,1519,4,94.9,9,40,7,4,8,17,28,3,28,3
10/17/2010,2010,0,0,2010NYG,2010DET,1,0,0,0,0,4,1,1543.79,1327.038,0.835056292,28,20,0,339,539,0.629,3885,7.2,242.8,31,25,85.3,92,383,633,0.605,3810,6,238.1,26,16,82,87,480,2200,4.6,137.5,17,59,14,12,404,1613,4,100.8,11,46,7,3,6,10,23,12,6,10
10/17/2010,2010,0,0,2010CHI,2010SEA,1,1,0,0,0,3,2,1534.448,1411.653,0.746689782,20,23,1,276,466,0.592,3015,6.5,188.4,23,21,79.5,89,324,544,0.596,3341,6.1,208.8,14,20,72.1,87,414,1616,3.9,101,10,49,1,1,385,1424,3.7,89,13,40,3,1,22,28,31,19,31,19
10/17/2010,2010,0,0,2010DEN,2010NYJ,0,0,1,1,1,2,3,1467.994,1653.943,0.332646748,20,24,1,334,580,0.576,4038,7,252.4,25,12,86.8,71,288,525,0.549,3242,6.2,202.6,20,14,76.5,74,398,1544,3.9,96.5,13,45,14,9,534,2374,4.4,148.4,14,53,11,5,26,7,4,22,4,22
10/17/2010,2010,0,0,2010GB,2010MIA,1,0,0,1,1,2,3,1580.328,1472.791,0.729720073,20,23,1,352,541,0.651,4124,7.6,257.8,31,13,98.9,86,335,557,0.601,3527,6.3,220.4,17,21,74.8,57,421,1606,3.8,100.4,11,41,4,1,445,1643,3.7,102.7,8,35,14,5,24,5,21,16,21,16
10/17/2010,2010,0,0,2010HOU,2010KC,0,0,1,1,1,2,3,1512.339,1459.402,0.663493132,35,31,0,365,574,0.636,4144,7.2,259,24,12,92,60,274,475,0.577,2968,6.3,185.5,27,8,90.1,75,423,2042,4.8,127.6,20,54,5,2,556,2627,4.7,164.2,13,72,8,3,7,4,1,30,7,4
10/17/2010,2010,0,0,2010MIN,2010DAL,1,1,1,0,0,2,3,1543.04,1544.054,0.591056117,24,21,0,305,505,0.604,3097,6.1,193.6,14,26,67.7,53,379,576,0.658,4042,7,252.6,29,19,90.4,71,441,1942,4.4,121.4,16,53,9,5,428,1786,4.2,111.6,10,49,9,2,10,26,16,6,10,26
10/17/2010,2010,0,0,2010NE,2010BAL,0,0,0,1,0,4,1,1604.792,1609.029,0.586564215,23,20,0,331,507,0.653,3847,7.6,240.4,37,5,109.8,79,308,491,0.627,3335,6.8,208.4,25,10,93.6,67,454,1973,4.3,123.3,19,49,2,1,487,1831,3.8,114.4,11,39,6,5,9,11,14,20,9,11
10/17/2010,2010,0,0,2010PHI,2010ATL,1,0,0,1,0,3,2,1564.747,1597.626,0.546094581,31,17,0,348,561,0.62,3906,7,244.1,28,13,92.1,91,361,577,0.626,3567,6.2,222.9,28,9,90.8,46,428,2324,5.4,145.3,18,73,7,3,497,1891,3.8,118.2,14,41,5,4,5,9,12,15,5,9
10/17/2010,2010,0,0,2010PIT,2010CLE,0,0,1,0,0,4,1,1608.561,1403.843,0.825292052,28,10,0,298,479,0.622,3601,7.5,225.1,22,9,95.2,56,296,478,0.619,2989,6.3,186.8,13,18,75,65,471,1924,4.1,120.3,15,50,9,4,413,1646,4,102.9,13,34,13,6,11,14,20,29,11,14
10/17/2010,2010,0,0,2010SF,2010OAK,0,0,1,1,1,2,3,1412.736,1394.096,0.618095062,17,9,0,282,500,0.564,3356,6.7,209.8,19,15,79.4,66,279,491,0.568,3180,6.5,198.8,18,16,77.5,73,401,1657,4.1,103.6,10,40,8,2,504,2494,4.9,155.9,19,61,10,4,19,18,2,23,19,18
10/17/2010,2010,0,0,2010WSH,2010IND,1,1,0,1,1,1,4,1460.705,1615.992,0.372914494,24,27,1,349,605,0.577,3913,6.5,244.6,21,19,78,76,450,679,0.663,4609,6.8,288.1,33,17,91.9,73,351,1461,4.2,91.3,9,49,6,2,393,1483,3.8,92.7,13,31,5,3,30,8,29,1,29,1
